Trait	Marker	Chr	Pos	df	F	p	add_effect	add_F	add_p	dom_effect	dom_F	dom_p	errordf	MarkerR2	Genetic Var	Residual Var	-2LnLikelihood
sim	721	9	236810842	2	0.50645	0.60425	-1.0426E0	0.69163	0.4077	0.60091	0.15728	0.69256	100	0.01037	35.77882	31.18595	676.41697
sim	722	9	237321609	2	0.04393	0.95704	0.82859	0.08619	0.76972	-8.3782E-1	0.05718	0.81152	100	8.9989E-4	35.77882	31.18595	676.41697
sim	723	9	237832376	2	0.04225	0.95865	-3.6697E-1	0.04667	0.82942	-5.2353E-1	0.07583	0.78363	100	8.6547E-4	35.77882	31.18595	676.41697
sim	724	9	238343143	2	0.68641	0.50586	-1.3524E0	0.86037	0.35598	1.72941	0.96322	0.32887	100	0.01406	35.77882	31.18595	676.41697
sim	725	9	238681929	2	1.73834	0.18136	-9.8267E-1	0.06279	0.80268	4.62855	1.26615	0.26332	100	0.03561	35.77882	31.18595	676.41697
sim	726	9	239020714	2	1.14716	0.3219	-1.2372E0	0.37751	0.54041	3.32999	2.20744	0.14066	100	0.0235	35.77882	31.18595	676.41697
sim	727	9	239359500	2	0.36404	0.69583	-1.3441E0	0.7143	0.40014	0.50167	0.07602	0.78337	100	0.00746	35.77882	31.18595	676.41697
sim	728	9	239698285	2	0.13121	0.87719	0.04384	0.00115	0.973	-8.3344E-1	0.26051	0.61095	100	0.00269	35.77882	31.18595	676.41697
sim	729	9	240037071	2	0.96697	0.38394	-2.0619E0	1.92887	0.16813	-8.2715E-1	0.19799	0.65736	100	0.01981	35.77882	31.18595	676.41697
sim	730	9	240375856	2	1.97758	0.14406	2.38131	2.77178	0.09923	-3.8802E-1	0.04916	0.82501	100	0.04051	35.77882	31.18595	676.41697
sim	731	9	240714642	1	3.283	0.07313	NaN	NaN	NaN	NaN	NaN	NaN	100	0.03363	35.77882	31.18595	676.41697
sim	732	9	241053427	2	0.91289	0.40485	-4.6539E0	1.36873	0.24496	-5.9454E0	1.82526	0.1799	100	0.0187	35.77882	31.18595	676.41697
sim	733	9	241496179	2	2.83076	0.06395	-2.8853E0	5.20843	0.02471	2.01247	1.57991	0.21185	100	0.05799	35.77882	31.18595	676.41697
sim	734	9	241892240	2	0.49327	0.61218	-4.0139E-2	9.3663E-4	0.97565	-1.657E0	0.8042	0.37211	100	0.0101	35.77882	31.18595	676.41697
sim	735	9	242288302	2	1.97796	0.14401	-9.4549E-1	0.33988	0.56128	-3.7232E0	3.8469	0.05277	100	0.04052	35.77882	31.18595	676.41697
sim	736	9	242684363	1	0.17431	0.67724	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00179	35.77882	31.18595	676.41697
sim	737	9	243080424	1	0.23967	0.62556	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00245	35.77882	31.18595	676.41697
sim	738	9	243476486	2	0.32274	0.72496	-2.5214E-1	0.03063	0.86145	1.11991	0.41245	0.52228	100	0.00661	35.77882	31.18595	676.41697
sim	739	9	243872547	2	0.64643	0.5262	-1.3532E0	0.22905	0.63333	-3.4025E0	1.08746	0.29968	100	0.01324	35.77882	31.18595	676.41697
sim	740	9	244268609	2	1.61726	0.20386	-3.0365E0	1.11857	0.29291	-5.4134E0	2.87131	0.09345	100	0.03313	35.77882	31.18595	676.41697
sim	741	9	244664670	2	2.34829	0.10106	2.85189	0.98624	0.32319	-6.1383E0	3.66928	0.05843	100	0.0481	35.77882	31.18595	676.41697
sim	742	9	245060731	2	1.59545	0.2082	-1.9388E0	1.55609	0.2153	-8.7533E-1	0.20794	0.64942	100	0.03268	35.77882	31.18595	676.41697
sim	743	9	245456793	1	0.23803	0.62675	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00244	35.77882	31.18595	676.41697
sim	744	9	245852854	2	0.01508	0.98504	0.28238	0.01331	0.90839	0.5213	0.02997	0.86294	100	3.0887E-4	35.77882	31.18595	676.41697
sim	745	9	246248916	2	0.71804	0.49033	1.08163	0.5938	0.44287	-1.0425E0	0.39294	0.53226	100	0.01471	35.77882	31.18595	676.41697
sim	746	9	246644977	2	0.63421	0.53258	-1.9849E0	0.91632	0.34087	-2.036E-1	0.00588	0.93903	100	0.01299	35.77882	31.18595	676.41697
sim	747	9	247041039	2	0.90069	0.40973	-1.5829E0	0.4125	0.52225	-1.0101E0	0.12185	0.72781	100	0.01845	35.77882	31.18595	676.41697
sim	748	9	247437100	2	0.57719	0.56343	-1.2026E0	0.66745	0.41599	-5.9594E-1	0.11812	0.73184	100	0.01182	35.77882	31.18595	676.41697
sim	749	9	247833161	2	0.83942	0.43514	0.72524	0.0662	0.79751	3.57253	1.1091	0.29495	100	0.0172	35.77882	31.18595	676.41697
sim	750	9	248229223	2	0.07236	0.93024	1.09156	0.14174	0.7074	1.01427	0.09188	0.76246	100	0.00148	35.77882	31.18595	676.41697
sim	751	9	248625284	2	0.60976	0.54559	1.71301	0.55705	0.45729	-7.616E-2	7.8942E-4	0.97764	100	0.01249	35.77882	31.18595	676.41697
sim	752	9	249021346	2	0.15976	0.85258	-7.6733E-1	0.07037	0.79138	-2.7654E-1	0.00836	0.92732	100	0.00327	35.77882	31.18595	676.41697
sim	753	9	249417407	2	0.12623	0.88156	-6.2969E-1	0.06404	0.80076	0.46269	0.02512	0.8744	100	0.00259	35.77882	31.18595	676.41697
sim	754	9	249992821	2	0.09418	0.91021	1.34129	0.11399	0.7364	1.80263	0.18547	0.66769	100	0.00193	35.77882	31.18595	676.41697
sim	755	9	250568234	2	0.47836	0.62128	-3.8839E0	0.94628	0.33314	-3.9129E0	0.76596	0.38368	100	0.0098	35.77882	31.18595	676.41697
sim	756	9	251143648	2	1.02957	0.36111	-2.2028E0	1.85552	0.17636	-2.0208E0	1.17477	0.28117	100	0.02109	35.77882	31.18595	676.41697
sim	757	9	251433798	2	1.10944	0.33398	0.65675	0.2804	0.59768	2.16218	1.87596	0.17402	100	0.02273	35.77882	31.18595	676.41697
sim	758	9	251723948	2	0.5432	0.58268	-4.0692E-1	0.09795	0.75499	-1.587E0	1.04527	0.3092	100	0.01113	35.77882	31.18595	676.41697
sim	759	9	252014098	2	0.31424	0.7311	3.06325	0.60648	0.43805	-2.5045E0	0.34195	0.56009	100	0.00644	35.77882	31.18595	676.41697
sim	760	9	252304247	2	0.43927	0.64581	-6.07E-1	0.12223	0.7274	1.23772	0.35161	0.55461	100	0.009	35.77882	31.18595	676.41697
sim	761	9	252594397	1	0.06016	0.80676	NaN	NaN	NaN	NaN	NaN	NaN	100	6.162E-4	35.77882	31.18595	676.41697
sim	762	9	252884547	2	0.28607	0.75186	-2.9784E0	0.56994	0.45215	-2.8283E0	0.44236	0.50759	100	0.00586	35.77882	31.18595	676.41697
sim	763	9	253063477	2	0.55401	0.57648	0.51341	0.14774	0.70156	1.7225	1.10635	0.29554	100	0.01135	35.77882	31.18595	676.41697
sim	764	9	253131188	2	0.39216	0.67668	-1.017E0	0.22982	0.63276	2.06551	0.77348	0.38136	100	0.00803	35.77882	31.18595	676.41697
sim	765	9	253198898	2	1.18696	0.30963	-5.5139E0	1.79242	0.18383	6.62791	2.36808	0.12716	100	0.02432	35.77882	31.18595	676.41697
sim	766	9	253266609	2	0.36269	0.69676	0.18246	0.01329	0.90847	1.4468	0.62867	0.42982	100	0.00743	35.77882	31.18595	676.41697
sim	767	9	253334319	2	1.36319	0.2608	0.84621	0.0457	0.83118	3.53064	0.58417	0.44658	100	0.02793	35.77882	31.18595	676.41697
sim	768	9	253402029	2	0.77298	0.46452	1.38413	1.26222	0.26406	0.8512	0.30504	0.58204	100	0.01583	35.77882	31.18595	676.41697
sim	769	9	253469740	2	0.81179	0.44712	-1.3718E0	0.8956	0.34636	-6.3866E-1	0.13577	0.71334	100	0.01663	35.77882	31.18595	676.41697
sim	770	9	253537450	1	1.70823	0.19434	NaN	NaN	NaN	NaN	NaN	NaN	100	0.0175	35.77882	31.18595	676.41697
sim	771	9	253605161	2	2.24092	0.11195	7.54151	3.50494	0.06426	-9.3711E0	4.45749	0.03737	100	0.04591	35.77882	31.18595	676.41697
sim	772	9	253774731	2	0.13956	0.86992	0.14295	0.00335	0.95395	1.17406	0.17986	0.67245	100	0.00286	35.77882	31.18595	676.41697
sim	773	9	254046161	2	0.30303	0.73929	2.02368	0.45263	0.50272	2.6232	0.57913	0.44854	100	0.00621	35.77882	31.18595	676.41697
sim	774	9	254317591	2	0.30303	0.73929	2.02368	0.45263	0.50272	2.6232	0.57913	0.44854	100	0.00621	35.77882	31.18595	676.41697
sim	775	9	254589021	2	0.26664	0.76652	-7.1227E-1	0.27592	0.60061	-1.0434E0	0.42087	0.51807	100	0.00546	35.77882	31.18595	676.41697
sim	776	9	254860451	2	0.95738	0.38757	-2.0797E0	0.71458	0.40005	4.09156	1.88883	0.17257	100	0.01961	35.77882	31.18595	676.41697
sim	777	9	255131880	2	0.18525	0.83119	0.37373	0.00873	0.92577	0.92371	0.0465	0.82974	100	0.00379	35.77882	31.18595	676.41697
sim	778	9	255403310	2	1.00676	0.36926	2.04133	0.6868	0.40933	4.1337	1.96438	0.1643	100	0.02062	35.77882	31.18595	676.41697
sim	779	9	255674740	1	0.48704	0.48694	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00499	35.77882	31.18595	676.41697
sim	780	9	255946170	1	0.24428	0.62226	NaN	NaN	NaN	NaN	NaN	NaN	100	0.0025	35.77882	31.18595	676.41697
sim	781	9	256217600	2	1.00676	0.36926	2.04133	0.6868	0.40933	4.1337	1.96438	0.1643	100	0.02062	35.77882	31.18595	676.41697
sim	782	9	256489030	2	2.09589	0.12861	0.5184	0.01702	0.89647	4.66947	1.03463	0.31166	100	0.04293	35.77882	31.18595	676.41697
sim	783	9	256513832	1	0.48099	0.48965	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00493	35.77882	31.18595	676.41697
sim	784	9	256850178	2	1.62732	0.20188	-1.0753E0	0.1264	0.72299	4.6908	1.99254	0.16134	100	0.03334	35.77882	31.18595	676.41697
sim	785	9	257186525	2	1.09748	0.33791	-1.2075E0	0.36717	0.54599	-3.1639E0	2.10288	0.15032	100	0.02248	35.77882	31.18595	676.41697
sim	786	9	257421935	2	0.30062	0.74106	-2.2717E0	0.56597	0.45372	-2.2219E0	0.46146	0.4986	100	0.00616	35.77882	31.18595	676.41697
sim	787	9	257657345	2	0.57298	0.56578	0.50714	0.11187	0.73876	1.37447	0.65657	0.4198	100	0.01174	35.77882	31.18595	676.41697
sim	788	9	257892756	2	1.04234	0.35663	-1.1433E0	0.27867	0.59881	1.39307	0.37568	0.54139	100	0.02135	35.77882	31.18595	676.41697
sim	789	9	258128166	2	0.23823	0.78849	2.38466	0.37351	0.54256	1.61143	0.15503	0.69465	100	0.00488	35.77882	31.18595	676.41697
sim	790	9	258363576	2	1.98404	0.14317	-1.5817E0	0.93141	0.33695	2.07027	1.24847	0.26666	100	0.04064	35.77882	31.18595	676.41697
sim	791	9	258455586	2	0.86903	0.42266	-1.3781E0	0.6922	0.4075	-7.4871E-1	0.14434	0.70485	100	0.0178	35.77882	31.18595	676.41697
sim	792	9	258547596	2	1.68942	0.19013	-2.8919E0	0.50706	0.47816	6.0352	2.06595	0.15391	100	0.03461	35.77882	31.18595	676.41697
sim	793	9	258639607	2	0.50399	0.60572	1.42723	0.49177	0.48485	0.01982	6.9094E-5	0.99339	100	0.01032	35.77882	31.18595	676.41697
sim	794	9	258731617	2	0.57581	0.5642	2.07726	1.05749	0.3064	-9.827E-1	0.15306	0.69651	100	0.0118	35.77882	31.18595	676.41697
sim	795	9	258823627	2	0.71002	0.49423	3.26737	1.30725	0.25577	2.27848	0.45071	0.50363	100	0.01454	35.77882	31.18595	676.41697
sim	796	9	258915637	2	0.64283	0.52807	-9.4637E-1	0.05661	0.81245	1.25555	0.08859	0.76662	100	0.01317	35.77882	31.18595	676.41697
sim	797	9	259007647	2	1.43238	0.24385	-1.325E0	0.87395	0.35223	-1.4879E0	0.64108	0.42532	100	0.02934	35.77882	31.18595	676.41697
sim	798	10	259099657	2	3.47719	0.03488	-3.8388E0	0.95215	0.33165	-8.99E0	4.27318	0.04144	100	0.07123	35.77882	31.18595	676.41697
sim	799	10	259191668	2	1.2075	0.30349	4.4772	1.2958	0.25784	2.27715	0.30075	0.5847	100	0.02474	35.77882	31.18595	676.41697
sim	800	10	259283678	1	0.12119	0.72851	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00124	35.77882	31.18595	676.41697
sim	801	10	259375688	1	0.01891	0.8909	NaN	NaN	NaN	NaN	NaN	NaN	100	1.9374E-4	35.77882	31.18595	676.41697
sim	802	10	259776146	2	1.17596	0.31297	0.8552	0.42801	0.51455	-1.8231E0	1.15683	0.28485	100	0.02409	35.77882	31.18595	676.41697
sim	803	10	260176605	1	0.06714	0.7961	NaN	NaN	NaN	NaN	NaN	NaN	100	6.8773E-4	35.77882	31.18595	676.41697
sim	804	10	260577063	1	0.00107	0.97402	NaN	NaN	NaN	NaN	NaN	NaN	100	1.0923E-5	35.77882	31.18595	676.41697
sim	805	10	260977522	1	0.29569	0.58786	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00303	35.77882	31.18595	676.41697
sim	806	10	262168484	1	0.01831	0.89264	NaN	NaN	NaN	NaN	NaN	NaN	100	1.8756E-4	35.77882	31.18595	676.41697
sim	807	10	262389139	2	9.8722E-4	0.99901	-5.4603E-2	1.8916E-4	0.98906	0.13202	0.00102	0.97461	100	2.0223E-5	35.77882	31.18595	676.41697
sim	808	10	262609794	1	0.0034	0.95365	NaN	NaN	NaN	NaN	NaN	NaN	100	3.4779E-5	35.77882	31.18595	676.41697
sim	809	10	262816257	2	0.36863	0.69266	-1.9281E0	0.64884	0.42254	-9.5682E-1	0.10065	0.75175	100	0.00755	35.77882	31.18595	676.41697
sim	810	10	263008530	2	0.3093	0.73469	2.23061	0.59388	0.44283	-1.5559E0	0.21516	0.64381	100	0.00634	35.77882	31.18595	676.41697
sim	811	10	263200803	2	0.68819	0.50497	-1.3717E0	0.56806	0.4529	0.48986	0.05543	0.81438	100	0.0141	35.77882	31.18595	676.41697
sim	812	10	263730821	2	0.2978	0.74314	0.23186	0.01534	0.9017	1.19212	0.35547	0.55245	100	0.0061	35.77882	31.18595	676.41697
sim	813	10	263985002	2	0.2675	0.76586	-2.3502E0	0.36466	0.54737	1.22138	0.08003	0.77787	100	0.00548	35.77882	31.18595	676.41697
sim	814	10	264239182	1	0.01652	0.89799	NaN	NaN	NaN	NaN	NaN	NaN	100	1.6924E-4	35.77882	31.18595	676.41697
sim	815	10	264493363	2	1.28063	0.28262	2.8824	2.22125	0.13944	2.97385	1.90598	0.17065	100	0.02623	35.77882	31.18595	676.41697
sim	816	10	264747544	2	0.69661	0.5008	-3.2056E0	0.66367	0.41731	-8.8046E-1	0.0403	0.84132	100	0.01427	35.77882	31.18595	676.41697
sim	817	10	265001724	2	0.3174	0.72881	1.92924	0.24669	0.62056	3.78591	0.61782	0.43381	100	0.0065	35.77882	31.18595	676.41697
sim	818	10	265255905	2	1.02192	0.36382	-7.2466E-1	0.26279	0.6094	1.86645	1.37769	0.24343	100	0.02093	35.77882	31.18595	676.41697
sim	819	10	265510085	1	0.02838	0.86657	NaN	NaN	NaN	NaN	NaN	NaN	100	2.9068E-4	35.77882	31.18595	676.41697
sim	820	10	265764266	2	0.23973	0.78731	-9.3599E-1	0.25434	0.61521	-1.4851E0	0.45199	0.50303	100	0.00491	35.77882	31.18595	676.41697
sim	821	10	266018446	2	1.90449	0.15454	1.53947	0.80079	0.37312	1.97924	1.03845	0.31077	100	0.03901	35.77882	31.18595	676.41697
sim	822	10	266272627	2	0.66176	0.5183	1.26417	0.82661	0.36556	-1.2864E0	0.67738	0.41255	100	0.01356	35.77882	31.18595	676.41697
sim	823	10	266526808	2	0.21209	0.80928	0.98522	0.36136	0.54918	-1.894E-1	0.00881	0.9254	100	0.00434	35.77882	31.18595	676.41697
sim	824	10	266780988	2	0.33601	0.71546	-7.1041E-1	0.06373	0.80125	2.20101	0.45796	0.50022	100	0.00688	35.77882	31.18595	676.41697
sim	825	10	267035169	2	0.55218	0.57753	1.2317	0.63809	0.42639	1.83037	0.96853	0.32755	100	0.01131	35.77882	31.18595	676.41697
sim	826	10	267289349	2	2.19113	0.11741	2.11981	2.74154	0.10107	2.06242	1.84701	0.17735	100	0.04489	35.77882	31.18595	676.41697
sim	827	10	267543530	1	1.7289	0.19168	NaN	NaN	NaN	NaN	NaN	NaN	100	0.01771	35.77882	31.18595	676.41697
sim	828	10	267797711	2	0.00824	0.9918	-1.6254E-1	0.00167	0.96745	-1.1174E-1	7.0783E-4	0.97883	100	1.6876E-4	35.77882	31.18595	676.41697
sim	829	10	268051891	1	0.00236	0.96139	NaN	NaN	NaN	NaN	NaN	NaN	100	2.4124E-5	35.77882	31.18595	676.41697
sim	830	10	268306072	2	1.6859	0.19077	1.69315	1.79279	0.18378	-1.9633E0	1.55909	0.21487	100	0.03454	35.77882	31.18595	676.41697
sim	831	10	268560252	2	0.64926	0.52473	-1.7889E0	0.71632	0.39948	-1.8087E-1	0.00508	0.94335	100	0.0133	35.77882	31.18595	676.41697
sim	832	10	268814433	1	0.80218	0.37268	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00822	35.77882	31.18595	676.41697
sim	833	10	269068613	2	0.04656	0.95453	0.57326	0.04174	0.83855	-8.7489E-1	0.08833	0.76696	100	9.5369E-4	35.77882	31.18595	676.41697
sim	834	10	269322794	2	3.04769	0.05214	1.43177	1.21997	0.27216	-3.3799E0	4.61954	0.03415	100	0.06243	35.77882	31.18595	676.41697
sim	835	10	269872390	2	2.56036	0.0826	0.58062	0.20566	0.65123	-3.4401E0	4.92768	0.02881	100	0.05245	35.77882	31.18595	676.41697
sim	836	10	270418769	2	0.88087	0.41778	5.24212	1.71084	0.19403	-4.3433E0	1.12322	0.29191	100	0.01804	35.77882	31.18595	676.41697
sim	837	10	270965149	2	0.20404	0.81579	0.70187	0.16563	0.68494	-1.2106E0	0.40014	0.52854	100	0.00418	35.77882	31.18595	676.41697
sim	838	10	271225201	2	0.17955	0.83593	0.29418	0.00559	0.94057	-9.3643E-1	0.04808	0.8269	100	0.00368	35.77882	31.18595	676.41697
sim	839	10	271485253	2	0.15049	0.86049	0.69821	0.15513	0.69456	-1.0298E0	0.2796	0.5982	100	0.00308	35.77882	31.18595	676.41697
sim	840	10	271745305	1	0.90101	0.34489	NaN	NaN	NaN	NaN	NaN	NaN	100	0.00923	35.77882	31.18595	676.41697
sim	841	10	272005357	2	0.36067	0.69816	-1.6012E0	0.45348	0.50232	-2.2708E0	0.69721	0.40582	100	0.00739	35.77882	31.18595	676.41697
sim	842	10	272265410	2	0.14467	0.8655	0.14914	0.0072	0.93256	-9.9341E-1	0.26487	0.60799	100	0.00296	35.77882	31.18595	676.41697
sim	843	10	272525462	2	1.97477	0.14445	-4.0729E0	1.05356	0.3073	6.95416	2.75906	0.1	100	0.04045	35.77882	31.18595	676.41697
sim	844	10	272785514	2	0.24378	0.78415	0.02073	1.3723E-4	0.99068	-1.1865E0	0.38634	0.53572	100	0.00499	35.77882	31.18595	676.41697
sim	845	10	273045566	2	0.32491	0.7234	0.27308	0.03244	0.85746	1.13693	0.46112	0.49875	100	0.00666	35.77882	31.18595	676.41697
sim	846	10	273305618	2	1.23811	0.29457	2.17445	0.56978	0.45222	-1.1012E0	0.12251	0.7271	100	0.02536	35.77882	31.18595	676.41697
sim	847	10	273487121	2	0.14272	0.86719	0.32688	0.06145	0.80475	0.77629	0.25789	0.61275	100	0.00292	35.77882	31.18595	676.41697
sim	848	10	273668623	2	0.24869	0.78032	-4.5608E-1	0.05765	0.81076	-7.9275E-1	0.12381	0.72572	100	0.00509	35.77882	31.18595	676.41697
sim	849	10	273850126	2	1.89014	0.15669	-2.5048E0	0.75173	0.38811	-1.4955E0	0.23134	0.63164	100	0.03872	35.77882	31.18595	676.41697
sim	850	10	274031628	2	0.6957	0.50125	1.61643	0.98118	0.32442	-2.1359E0	1.15317	0.28561	100	0.01425	35.77882	31.18595	676.41697
sim	851	10	274213131	2	2.0793	0.13067	-2.9207E0	3.32893	0.07121	-3.7029E-1	0.03997	0.84196	100	0.04259	35.77882	31.18595	676.41697
sim	852	10	274394634	2	0.30304	0.73928	-1.4318E0	0.5635	0.45471	-1.3484E0	0.40747	0.52479	100	0.00621	35.77882	31.18595	676.41697
sim	853	10	274576136	2	0.60403	0.54869	-1.2739E0	0.20413	0.65244	3.04888	0.95967	0.32976	100	0.01237	35.77882	31.18595	676.41697
sim	854	10	274757639	2	0.55829	0.57405	-1.2703E0	0.38114	0.53847	-5.4743E-1	0.04996	0.82361	100	0.01144	35.77882	31.18595	676.41697
sim	855	10	274939142	1	1.42434	0.23563	NaN	NaN	NaN	NaN	NaN	NaN	100	0.01459	35.77882	31.18595	676.41697
sim	856	10	275120644	2	0.87746	0.41918	1.34278	0.1061	0.74534	-1.8732E0	0.17869	0.67345	100	0.01797	35.77882	31.18595	676.41697
sim	857	10	275302147	1	3.39561	0.06846	NaN	NaN	NaN	NaN	NaN	NaN	100	0.03478	35.77882	31.18595	676.41697
sim	858	10	275483649	2	0.11247	0.89374	0.77837	0.20591	0.65103	0.70411	0.13543	0.71368	100	0.0023	35.77882	31.18595	676.41697
sim	859	10	275665152	2	0.38039	0.68463	-4.9259E-1	0.04183	0.83838	1.22782	0.20488	0.65184	100	0.00779	35.77882	31.18595	676.41697
sim	860	10	275846655	2	0.32769	0.7214	-8.3477E-1	0.4063	0.52538	-8.0697E-1	0.28255	0.59628	100	0.00671	35.77882	31.18595	676.41697
sim	861	10	276028157	2	0.21519	0.80678	-7.6383E-1	0.3791	0.53956	0.47391	0.08851	0.76673	100	0.00441	35.77882	31.18595	676.41697
sim	862	10	276209660	2	1.76069	0.17749	0.18716	0.02232	0.88154	3.10495	3.20452	0.07662	100	0.03607	35.77882	31.18595	676.41697
sim	863	10	276330385	2	0.81879	0.44405	4.90911	1.6301	0.2048	4.75819	1.33661	0.25053	100	0.01677	35.77882	31.18595	676.41697
sim	864	10	276451108	2	1.54328	0.21899	-3.5849E0	2.97036	0.08806	3.39454	2.04099	0.15639	100	0.03161	35.77882	31.18595	676.41697
sim	865	10	276571832	2	0.87286	0.42108	-5.0497E0	1.72	0.19285	4.38421	1.15412	0.28541	100	0.01788	35.77882	31.18595	676.41697
